X,Y
3.7087305001929236,0.008507279950877633
4.522286323754654,0.08405700370826752
3.155563451792277,0.815300888150241
5.707109561058511,0.7705843249541946
3.8479369339757548,0.44965400362629726
3.8909824976961467,0.3634962061760738
2.0231651876947665,0.4706818474794865
4.8754192614930965,0.16370183820681383
0.31895576416223903,9.992160343050296
0.12585330965833574,8.829615544145904
1.5020594877364593,7.231297230785831
0.7074898052177957,7.889614544081156
1.879619845410424,9.675203195317284
0.4049647480659351,8.363009773362354
1.2661129595380225,6.938198080743127
1.4350658052298917,8.652724649541884
0.13877622169170378,7.82368659134141
2.1102324673318114,9.029635893438268
0.6491334567965058,7.441019096080306
1.6648352180066321,8.064219292572046
1.040058392043936,9.075043609205267
4.959245179091262,6.8318472749108015
5.328182539286262,7.1582960996918255
5.811468388261453,5.953658016263074
6.42880536765996,5.167672002991306
5.214129292401828,6.604834670117003
4.515757343769785,7.003089559669563
4.031976090683238,4.645784473575856
5.270972607909267,5.736942673487896
6.083025218737378,5.928318377621304
5.939255656678609,6.7219412580503715
5.344549874974009,6.06430568132579
4.616648312246916,6.94625914283823
5.550278390525044,6.512528562685004
6.081577909872669,7.715297641353524
5.320799740645148,4.250928680376899
5.507282422281706,8.461294052461172
5.178691404228368,8.161980771156715
6.511195896369648,6.452784612591434
4.819071477118096,7.202792272722947
5.598741337499626,7.148073755424133
5.859856848806573,5.4682762202076
6.2737250091083805,6.595719587219023
7.236677768647027,7.362605978781973
6.211139072796697,6.7771592031668755
6.115838355615505,7.7040392147184535
3.5290254500147906,6.508633392493966
6.124826741671228,6.49082699068629
8.233968826737904,5.430133572376814
4.32930807933184,5.934215692774218
4.092421999534286,5.8152411536099295
5.098504508508904,8.521742652101818
6.643381968915058,6.690520195091717
6.022759926662462,5.14060512820979
4.770416553204767,6.888136240109311
5.321834084132443,6.1498836341187095
6.663120538508817,2.5726827793746336
6.207596496443281,6.989703718849786
8.402918023195156,4.449014775936471
6.623930161680453,7.112968780227817
6.145547576246852,0.48508850520910096
10.1145158768354,5.186726886453206
8.291744669428395,6.122034144425308
12.98516125319168,4.382847283716671
11.560298564730656,6.875097314566704
7.834344596023035,3.5445945673900696
10.631466248058807,3.681221212842453
11.656736684162357,4.822268783694815
10.879326156725138,3.8941020027527844
11.889914660854746,5.808915774986929
9.947917538539158,3.5362156862687657
11.383461681623295,5.990967936651927
11.097647404181764,4.580319225633349
10.935674536398242,7.544416431162102
10.88821589286529,3.75745682320587
11.414201464091494,4.084233070631799
12.330403787210823,4.5196652268742366
10.501852269850644,1.6113154964136904
10.655451990085796,5.090431864689299
11.365208259778848,4.938658096847588
11.014314550564773,4.474248410147921
11.646504885531115,2.4071057285327546
12.062365439793638,2.4043991553053057
12.778488148664303,5.070873603517183
11.01894683476113,5.806573814712821
8.317879524275252,6.330681245043904
11.077471345781797,3.218298550328728
11.606840053704259,3.0491029205676474
10.930808249434772,3.997676955660439
10.972956817891845,1.8679377779238315
8.123866379291819,3.6014364852114467
11.799482440869934,5.402337502160272
10.759461608825701,6.380853581977895
9.275656260212955,4.686544772309457
10.075224438107012,6.388292515960213
10.083464593268726,4.851191627764965
11.925438373027838,4.576805349189777
11.866549640754966,4.12329897091921
13.057939998203523,4.571271762481121
11.974408035491857,4.019034271211265
9.474940288453617,4.161462014778429
9.40299042451047,3.5102356615915364
12.577908713262122,4.661390332506132
13.122859771470889,4.3556609740383605
10.867316897419006,2.488125411995987
11.863005755332098,4.036724828076144
9.283387915376318,3.2680112147730043
8.734599822185976,1.7773498818401583
9.696972424422155,4.942455016942781
10.718017613096938,6.285960773419104
10.512781538340661,7.299763191597257
10.876859440786625,6.2906248671323315
10.550733979226822,3.249098514506051
5.091048517855566,3.331645923110827
8.35980672633825,2.9217222918346604
7.779345744982333,2.2485694655083934
7.93660632669485,1.5946704094971307
7.648719660528949,1.7523293849963792
9.61575524291763,1.5777402848263606
7.073599389808985,2.4321950350833945
7.325911190572244,1.7356303173164016
7.920415526036433,1.671177452128889
5.371773180859805,4.6968431951366565
9.31080269403505,1.9619987791771765
7.858585128152789,2.266925956190182
8.287241176879817,1.3558728887447704
7.822480421783582,2.1210091058064604
7.342783842993988,2.1258729705563133
7.131783540227642,1.57693862378366
7.695978110023244,2.9825202717760684
7.7659008582656295,0.7495935767488879
9.019912626371532,1.7406970128522052
8.008407614954686,2.5347582134694218
7.408974595391268,1.5696857989269064
10.059041820776844,0.3735914598852439
5.976552736706941,2.6012712963138465
5.900573962219468,0.6757398255684635
8.019087997239879,1.3443058209125778
7.310368825235568,0.8682565366189574
5.3575904468178015,1.7650305055529267
7.185548355376579,1.3667085565880333
6.687515718747865,1.3102036892550397
8.989746182630046,2.754664682246864
6.799270719061037,4.10670214987511
8.889103743182934,1.4565482555805334
8.150562557361573,2.5567599907269525
7.3179217920427435,1.4591741599891228
7.6023002178340295,2.02711883064492
8.111658856641201,3.3131302042920865
4.6907872900634695,1.9663075718881105
7.984670941560553,0.8840068340983671
7.101935918597795,0.9910327577447504
9.823234640083983,1.1325079917778416
6.71174923614614,1.8868107464699286
17.21398836626339,0.9332083489495946
15.511111707197669,2.288641841033791
13.776167917926534,0.21192926941008716
17.174312903476753,1.911799537974339
14.679524346697832,0.8496204749701044
15.545083081598538,0.5960489845946397
15.958242303731021,0.6084115565404316
16.01076991012062,0.8008472244497924
14.331934772596561,0.21738096693799203
17.928473520826973,0.672742709866375
14.668459168569093,3.1474351098730775
17.28143488824147,0.874159782590592
15.360531748759326,0.9423149330000951
14.748471228422794,1.1145408708173035
16.53094984446805,1.1419184206938526
1.3940086437633374,5.367047749134674
0.22312988513630727,8.879565004432292
2.0313379701478396,8.295791883307993
0.20085035362383885,7.961536571193562
3.473946569789681,9.131260858553418
2.0933401531841014,7.374731422252884
3.3320166795503154,7.452957060857759
0.8495018552450919,4.501128636003225
0.22422235479577146,5.477633443539645
1.8432734165150888,6.891006729261781
3.014219825276362,5.253191956464391
0.410533776280966,7.673408464765679
3.0040741311457904,6.81236640101742
3.2219790190841784,5.805175525250454
0.6979785667964005,6.984731048026578
1.8056988512466319,7.38389278634804
1.129935679101096,6.402001378234304
1.0577796140964697,7.604032262974308
2.3385957822172956,7.243277292506523
1.6847624927960771,7.266630563405308
1.5454299503973692,4.30956263928895
0.7678438227456374,8.2016036165923
2.15306794158412,9.005727025255794
0.7810601139318221,6.347152844603914
1.1959706020303433,5.004113648834084
1.4079143591648182,7.648899024590696
0.7596987834940925,5.641471911555673
0.7428137248641831,8.372382695160127
1.2600713500684222,5.12101318470823
19.704367614216494,0.7802318591931858
19.876760708813244,0.5176562063804229
19.70520488469662,2.1617374547163966
14.927848768921471,9.921097881046226
7.322975237285278,0.26810764774358065
9.56428797371375,1.333050648683292
6.992772964681541,1.786041860041456
8.782361210135733,0.1195439566763647
7.7781815035281845,0.5061215536069124
5.726605659823703,1.4859905613253026
4.830340127008862,1.1234966848781398
7.689520327726649,2.1839611376177204
8.373339389237895,0.46579399353425405
8.352381469799544,1.0562975875921274
10.041796386439263,0.4149639978766349
8.194810522569574,0.40640795209397296
5.551552289596642,2.701934422073371
10.570589763811522,0.19833243796542988
1.1139403661913843,1.6290588101921548
1.992462451029132,6.77411094794966
0.12352381361343123,6.814606334518338
1.1751388647449703,4.274982502006312
1.739326321039937,4.8451238171657725
1.4162641435411496,3.9174692674303766
0.2684226065298825,6.27918652428611
2.9813319127201594,2.9314922653182176
1.1590647776759375,3.2875877172713004
2.105792429471847,4.196875040348085
1.450268405832051,5.306025219166724
2.0351374508801205,4.590248438511104
2.1096112932788604,5.033013295739547
0.6728507357969498,5.051101691284098
1.9851431886245205,5.283283072397774
3.6436143311204603,3.698604687077786
3.4417846899177493,4.567483700351132
1.8980964476065023,5.713698833292362
3.0521137014903665,5.341969858222305
