X,Y
2.7692696247504944,1.9347336177118357
15.753392346978242,4.0557598622762745
8.448853187065161,5.04309665302007
15.993913241968965,8.57570570410614
18.8216554348887,0.8773915864441673
4.769835165123135,5.281525732844655
5.125611212765309,3.5263537595465966
0.16359679302495822,3.733895790485761
4.0799077006028135,6.252619130274331
3.885624044564544,2.9948305182132873
0.933900744761138,0.566856698558984
15.290577528661725,3.684546756821503
3.9185272846020736,9.104023876621582
2.8832270523724945,2.9408480364512126
2.131934249109546,6.7254369589505885
13.809463520655,2.586215461699628
13.486158089929365,5.552964093881794
12.677804514410846,4.38446662424454
1.745431199768721,0.6408489455545663
5.456980430833276,8.257037930268169
11.279101713208924,7.166109036770523
10.75602067457265,2.741288420825362
13.908128442227735,3.000681510956731
14.225972298501395,3.3895816038820445
6.584912692702989,3.7481085989203597
14.466806324192412,7.62946722644128
11.659775673187296,7.7405618334814354
4.894099456152445,7.494125618919682
13.631722658088082,1.915805695167272
14.150080512437818,9.188363793750776
8.270928647098339,7.897208735268314
1.0196018185824651,4.718001987579395
9.396128287808063,5.663855224769144
3.3368288584337558,5.428314261220448
8.54417989557341,6.150375467622972
8.684632413531439,4.7032024122801666
10.852475050961996,5.723045042699133
11.585610315949516,8.537077051834503
15.774506994057742,3.388988631133757
8.333540004253585,6.201926760850909
6.913961551375884,8.213491759918984
1.861573160211325,1.691271887815513
15.891192023246257,3.939206912350033
11.851848090876613,9.86415174248995
15.102926617588807,3.7429024472606196
13.512838180268943,2.3643003162907164
18.278461233146956,3.4221103679340006
4.843821256260041,6.697072272752862
16.32240664774167,3.6696568547917674
14.104633916467435,6.196393061423141
10.196849531811448,8.312078634148435
6.96695206739528,2.6224636843945195
18.08576598839682,1.7500616793019208
13.345685199287677,4.029142330458847
13.19451054269251,7.404359440353555
6.727840487053516,8.291722797029955
1.002509948220185,3.8613773985322855
1.4964702957828324,1.8976194404227065
5.608991652659247,6.651192912350721
15.544215277170803,9.905441460858423
6.89479860085958,0.26611306426364334
0.14929123607971384,1.6457323146017688
4.638170558304246,6.978709104449029
7.78211362745207,4.283819604466991
11.380990469978938,6.171314645441939
19.280879462539986,3.809266520400245
1.1817292424413561,8.402488692050731
18.839955978225767,2.311253898102541
0.40226843773724763,0.9089019079542471
9.568740153842935,2.610007216346062
17.976001357701247,6.773944435563479
6.067675586151879,5.474559150745245
18.439287382911157,9.920972285963437
1.5204806430595297,8.070511698070092
5.67299685247672,7.446691245901171
11.356257726358361,3.506176571728379
